STNAME,CTYNAME,PCNT_BLACK,Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2,x,y
New York,Erie,0.15252170997777298,Pfohl Brothers Landfill,50.11,NYD980507495,201751.0,2.0,New York,Cheektowaga,Erie,Deleted NPL Site,42.943889,-78.7025,05/10/1993,12/16/1994,09/27/2002,838.0,07/22/2008,09/22/2008,"<a href=""https://semspub.epa.gov/src/document/02/363447"" target=""_blank"">NYD980507495 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201751"" target=""_blank"">Pfohl Brothers Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189655"" target=""_blank"">05/10/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-07-22/pdf/E8-16477.pdf"" target=""_blank"">07/22/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-07-22/pdf/E8-16478.pdf"" target=""_blank"">09/22/2008 (PDF)</a>",,No,,,,,1606.0,-8761122.224157613,5303435.076667186
Alabama,Escambia,0.3238064040619114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Escambia,0.24879993465612787,American Creosote Works (Pensacola Plant),58.41,FLD008161994,400572.0,4.0,Florida,Pensacola,Escambia,NPL Site,30.404719,-87.236661,12/30/1982,09/08/1983,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121414"" target=""_blank"">FLD008161994 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400572"" target=""_blank"">American Creosote Works (Pensacola Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,38.0,-9711140.681025427,3555679.501715195
Florida,Escambia,0.24879993465612787,Pioneer Sand Co.,51.97,FLD056116965,400684.0,4.0,Florida,Warrington,Escambia,Deleted NPL Site,30.474169,-87.351389,12/30/1982,09/08/1983,12/31/1991,68.0,12/01/1992,02/08/1993,"<a href=""https://semspub.epa.gov/src/document/04/11121427"" target=""_blank"">FLD056116965 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400684"" target=""_blank"">Pioneer Sand Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/04/11121119"" target=""_blank"">12/01/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/04/11121526"" target=""_blank"">02/08/1993 (PDF)</a>",,No,,,,,51.0,-9723912.143565156,3564646.6235122005
Florida,Escambia,0.24879993465612787,Dubose Oil Products Co.,34.18,FLD000833368,400492.0,4.0,Florida,Cantonment,Escambia,Deleted NPL Site,30.618060999999997,-87.37695,10/15/1984,06/10/1986,09/25/1995,327.0,08/04/2004,10/01/2004,"<a href=""https://semspub.epa.gov/src/document/04/11121440"" target=""_blank"">FLD000833368 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400492"" target=""_blank"">Dubose Oil Products Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-08-04/pdf/04-17659.pdf"" target=""_blank"">08/04/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-10-01/pdf/04-22083.pdf"" target=""_blank"">10/01/2004 (PDF)</a>",,No,,,,,63.0,-9726757.581069324,3583245.8016010458
Florida,Escambia,0.24879993465612787,Escambia Wood - Pensacola,50.0,FLD008168346,400573.0,4.0,Florida,Pensacola,Escambia,NPL Site,30.4553,-87.2317,08/23/1994,12/16/1994,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121359"" target=""_blank"">FLD008168346 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400573"" target=""_blank"">Escambia Wood - Pensacola</a>","<a href=""https://semspub.epa.gov/src/document/11/189658"" target=""_blank"">08/23/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,94.0,-9710588.425031602,3562209.697381881
Florida,Escambia,0.24879993465612787,Pensacola Naval Air Station,42.4,FL9170024567,401221.0,4.0,Florida,Pensacola,Escambia,NPL Site,30.357221999999997,-87.283054,07/14/1989,11/21/1989,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121338"" target=""_blank"">FL9170024567 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401221"" target=""_blank"">Pensacola Naval Air Station</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,,No,,,,,88.0,-9716305.1261618,3549550.5410856986
Florida,Escambia,0.24879993465612787,Beulah Landfill,38.17,FLD980494660,400836.0,4.0,Florida,Pensacola,Escambia,Deleted NPL Site,30.513060999999997,-87.345139,06/24/1988,02/21/1990,09/16/1993,186.0,04/24/1998,06/22/1998,"<a href=""https://semspub.epa.gov/src/document/04/11121453"" target=""_blank"">FLD980494660 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400836"" target=""_blank"">Beulah Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-04-24/pdf/98-10863.pdf"" target=""_blank"">04/24/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-06-22/pdf/98-16252.pdf"" target=""_blank"">06/22/1998 (PDF)</a>",,No,,,,,75.0,-9723216.396747699,3569671.00502666
Florida,Escambia,0.24879993465612787,Agrico Chemical Co.,44.98,FLD980221857,400818.0,4.0,Florida,Pensacola,Escambia,NPL Site,30.4512,-87.2256,06/24/1988,10/04/1989,09/23/1999,637.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121313"" target=""_blank"">FLD980221857 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400818"" target=""_blank"">Agrico Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,82.0,-9709909.376137763,3561680.2459334214
New Jersey,Essex,0.43633280140179603,Caldwell Trucking Co.,58.3,NJD048798953,200340.0,2.0,New Jersey,Fairfield,Essex,NPL Site,40.876389,-74.271389,12/30/1982,09/08/1983,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363619"" target=""_blank"">NJD048798953 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200340"" target=""_blank"">Caldwell Trucking Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,940.0,-8267853.203989139,4994126.130956208
New Jersey,Essex,0.43633280140179603,U.S. Radium Corp.,37.79,NJD980654172,200772.0,2.0,New Jersey,Orange,Essex,NPL Site,40.781389000000004,-74.228611,12/30/1982,09/08/1983,09/28/2006,995.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363427"" target=""_blank"">NJD980654172 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200772"" target=""_blank"">U.S. Radium Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,993.0,-8263091.178811986,4980149.869776764
New Jersey,Essex,0.43633280140179603,Pierson's Creek,47.99,NJD002144517,200114.0,2.0,New Jersey,Newark,Essex,NPL Site,40.7163,-74.1452,12/12/2013,09/22/2014,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363188"" target=""_blank"">NJD002144517 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200114"" target=""_blank"">Pierson's Creek</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-09-22/pdf/2014-22429.pdf"" target=""_blank"">09/22/2014 (PDF)</a>",,,,No,,,,,1388.0,-8253805.908765429,4970585.608561512
New Jersey,Essex,0.43633280140179603,Unimatic Manufacturing Corporation,50.0,NJD002164796,206578.0,2.0,New Jersey,Fairfield,Essex,NPL Site,40.878792,-74.269155,12/12/2013,05/12/2014,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363189"" target=""_blank"">NJD002164796 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206578"" target=""_blank"">Unimatic Manufacturing Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10831.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,,,No,,,,,1389.0,-8267604.516246707,4994479.9166695215
New Jersey,Essex,0.43633280140179603,Glen Ridge Radium Site,49.14,NJD980785646,200996.0,2.0,New Jersey,Glen Ridge,Essex,Deleted NPL Site,40.788189,-74.2125,10/15/1984,02/14/1985,09/15/2005,949.0,04/29/2009,09/02/2009,"<a href=""https://semspub.epa.gov/src/document/02/363474"" target=""_blank"">NJD980785646 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200996"" target=""_blank"">Glen Ridge Radium Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/02/363656"" target=""_blank"">02/14/1985 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-29/pdf/E9-9648.pdf"" target=""_blank"">04/29/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-02/pdf/E9-21193.pdf"" target=""_blank"">09/02/2009 (PDF)</a>",,No,,,,,1321.0,-8261297.710495815,4981149.610967922
New Jersey,Essex,0.43633280140179603,Montclair/West Orange Radium Site,49.14,NJD980785653,200997.0,2.0,New Jersey,"Montclair, West Orange",Essex,Deleted NPL Site,40.7929,-74.2257,10/15/1984,02/14/1985,09/15/2005,950.0,04/29/2009,09/02/2009,"<a href=""https://semspub.epa.gov/src/document/02/363493"" target=""_blank"">NJD980785653 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200997"" target=""_blank"">Montclair/West Orange Radium Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/02/363656"" target=""_blank"">02/14/1985 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-29/pdf/E9-9648.pdf"" target=""_blank"">04/29/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-02/pdf/E9-21193.pdf"" target=""_blank"">09/02/2009 (PDF)</a>",,No,,,,,1326.0,-8262767.127774288,4981842.285815662
New Jersey,Essex,0.43633280140179603,Riverside Industrial Park,50.0,NJSFN0204232,204232.0,2.0,New Jersey,Newark,Essex,NPL Site,40.765722,-74.159084,09/18/2012,05/24/2013,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363187"" target=""_blank"">NJSFN0204232 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204232"" target=""_blank"">Riverside Industrial Park</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22837.pdf"" target=""_blank"">09/18/2012 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,,,No,,,,,1387.0,-8255351.468575602,4977846.88495608
New Jersey,Essex,0.43633280140179603,Diamond Alkali Co.,35.4,NJD980528996,200613.0,2.0,New Jersey,Newark,Essex,NPL Site,40.739719,-74.136111,09/08/1983,09/21/1984,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363440"" target=""_blank"">NJD980528996 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200613"" target=""_blank"">Diamond Alkali Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,1000.0,-8252794.125913608,4974025.748450864
New Jersey,Essex,0.43633280140179603,White Chemical Corp.,0.0,NJD980755623,203357.0,2.0,New Jersey,Newark,Essex,NPL Site,40.698484,-74.19824200000001,05/09/1991,09/25/1991,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363438"" target=""_blank"">NJD980755623 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203357"" target=""_blank"">White Chemical Corp.</a>","<a href=""https://semspub.epa.gov/src/document/02/363659"" target=""_blank"">05/09/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/02/363657"" target=""_blank"">09/25/1991 (PDF)</a>",,,,No,,,,,1352.0,-8259710.517196083,4967969.333189669
New Jersey,Essex,0.43633280140179603,Orange Valley Regional Ground Water Contamination,50.0,NJD002148799,203649.0,2.0,New Jersey,West Orange/Orange,Essex,NPL Site,40.779936,-74.225267,03/15/2012,09/18/2012,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363185"" target=""_blank"">NJD002148799 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203649"" target=""_blank"">Orange Valley Regional Ground Water Contamination</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,,,,,1385.0,-8262718.926434772,4979936.261879489
Virginia,Essex,0.393864694604218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Etowah,0.1671686157937967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Evangeline,0.29124120377301993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Evans,0.31912896564670545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Fairfield,0.1423846535472135,Kellogg-Deering Well Field,39.92,CTD980670814,100252.0,1.0,Connecticut,Norwalk,Fairfield,NPL Site,41.13055,-73.43195,09/08/1983,09/21/1984,09/23/1996,392.0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001268"" target=""_blank"">CTD980670814 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100252"" target=""_blank"">Kellogg-Deering Well Field</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,398.0,-8174407.281957125,5031616.871179285
Connecticut,Fairfield,0.1423846535472135,"Raymark Industries, Inc.",0.0,CTD001186618,100094.0,1.0,Connecticut,Stratford,Fairfield,NPL Site,41.201278,-73.117222,01/18/1994,04/25/1995,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/01/75001210"" target=""_blank"">CTD001186618 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100094"" target=""_blank"">Raymark Industries, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-25/pdf/95-10156.pdf"" target=""_blank"">04/25/1995 (PDF)</a>",,,,No,,,,,9.0,-8139371.92125874,5042075.6076003285
South Carolina,Fairfield,0.5809280887814919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Falls,0.25229808637335954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Faulkner,0.13219900481719268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Fayette,0.26557187928789294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky,Fayette,0.17303931276922316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Fayette,0.28016434492986164,Gallaway Pits,30.77,TND980728992,404005.0,4.0,Tennessee,Gallaway,Fayette,Deleted NPL Site,35.359719,-89.601939,12/30/1982,09/08/1983,07/18/1995,295.0,02/22/1996,04/29/1996,"<a href=""https://semspub.epa.gov/src/document/04/11121507"" target=""_blank"">TND980728992 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404005"" target=""_blank"">Gallaway Pits</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-02-22/pdf/96-4031.pdf"" target=""_blank"">02/22/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-04-29/pdf/96-10105.pdf"" target=""_blank"">04/29/1996 (PDF)</a>",,No,,,,,1426.0,-9974442.22356996,4212873.608463833
Tennessee,Fayette,0.28016434492986164,Ross Metals Inc.,37.65,TND096070396,403822.0,4.0,Tennessee,Rossville,Fayette,NPL Site,35.049167,-89.548611,12/23/1996,04/01/1997,09/16/2004,909.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121372"" target=""_blank"">TND096070396 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403822"" target=""_blank"">Ross Metals Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-23/pdf/96-32352.pdf"" target=""_blank"">12/23/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-01/pdf/97-8086.pdf"" target=""_blank"">04/01/1997 (PDF)</a>",,,,No,,,,,1442.0,-9968505.777764937,4170564.7519703317
Tennessee,Fayette,0.28016434492986164,Chemet Co.,50.0,TND987768546,405468.0,4.0,Tennessee,Moscow,Fayette,Deleted NPL Site,35.08361,-89.372499,01/18/1994,05/31/1994,05/15/1996,357.0,08/21/1996,10/09/1996,"<a href=""https://semspub.epa.gov/src/document/04/11121358"" target=""_blank"">TND987768546 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405468"" target=""_blank"">Chemet Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-08-21/pdf/96-21172.pdf"" target=""_blank"">08/21/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-10-09/pdf/96-25795.pdf"" target=""_blank"">10/09/1996 (PDF)</a>",,No,,,,,1441.0,-9948901.079602353,4175249.22202119
South Carolina,Florence,0.4409839977439205,"Koppers Co., Inc. (Florence Plant)",51.27,SCD003353026,403251.0,4.0,South Carolina,Florence,Florence,Deleted NPL Site,34.2022,-79.7229,09/08/1983,09/21/1984,,0.0,04/24/2013,09/13/2013,"<a href=""https://semspub.epa.gov/src/document/04/11121498"" target=""_blank"">SCD003353026 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403251"" target=""_blank"">Koppers Co., Inc. (Florence Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-04-24/pdf/2013-09540.pdf"" target=""_blank"">04/24/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-09-13/pdf/2013-21622.pdf"" target=""_blank"">09/13/2013 (PDF)</a>",,No,,,,,1179.0,-8874712.63256307,4055984.96809502
Georgia,Floyd,0.1617088671851205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Fluvanna,0.16916024935826915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennsylvania,Forest,0.2144335587139506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Forrest,0.3872251225015688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Forsyth,0.2901371977138074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Fort Bend,0.22311405367579662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Franklin,0.145319587628866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Franklin,0.3280539595303522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Franklin,0.35304032153507064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Franklin,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,Franklin,0.2605721940891099,Air Force Plant 85,50.0,OH1170090004,504928.0,5.0,Ohio,Columbus,Franklin,Proposed NPL Site,39.987777,-82.887221,01/18/1994,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633425"" target=""_blank"">OH1170090004 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504928"" target=""_blank"">Air Force Plant 85</a>","<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,,,,No,,,,,1673.0,-9226963.234989533,4864166.225398564
Virginia,Franklin,0.5888038157399272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Fredericksburg,0.26701336272213805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Freestone,0.16721610792716946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Fulton,0.45810983169116215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
