STNAME,CTYNAME,PCNT_BLACK,Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2,x,y
New York,Rockland,0.14453219721967286,"Hudson Technologies, Inc.",50.0,NY0001392463,204251.0,2.0,New York,Hillburn,Rockland,Proposed NPL Site,41.130139,-74.164861,05/11/2000,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363504"" target=""_blank"">NY0001392463 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0204251"" target=""_blank"">Hudson Technologies, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-05-11/pdf/00-11563.pdf"" target=""_blank"">05/11/2000 (PDF)</a>",,,,,No,,,,,1306.0,-8255994.561273914,5031556.128492767
North Carolina,Rowan,0.1794803220539384,National Starch & Chemical Corp.,46.51,NCD991278953,403168.0,4.0,North Carolina,Salisbury,Rowan,NPL Site,35.6322,-80.5412,06/24/1988,10/04/1989,09/29/2010,1096.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121399"" target=""_blank"">NCD991278953 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403168"" target=""_blank"">National Starch & Chemical Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,177.0,-8965805.371879205,4250129.965248811
Texas,Rusk,0.18479579458148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Russell,0.4697641517572161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee,Rutherford,0.17946341243209896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Sabine,0.1816697370624686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,Sacramento,0.13566181160755592,Aerojet General Corp.,54.63,CAD980358832,901718.0,9.0,California,Rancho Cordova,Sacramento,NPL Site,38.608331,-121.2,12/30/1982,09/08/1983,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400213"" target=""_blank"">CAD980358832 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901718"" target=""_blank"">Aerojet General Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,856.0,-13491922.284144755,4665722.627237699
California,Sacramento,0.13566181160755592,Jibboom Junkyard,28.94,CAD980737613,902040.0,9.0,California,Sacramento,Sacramento,Deleted NPL Site,38.591669,-121.5033,12/30/1982,09/08/1983,03/31/1988,24.0,05/24/1989,09/10/1991,"<a href=""https://semspub.epa.gov/src/document/09/2400217"" target=""_blank"">CAD980737613 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902040"" target=""_blank"">Jibboom Junkyard</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/09/2400028"" target=""_blank"">05/24/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189624"" target=""_blank"">09/10/1991 (PDF)</a>",,No,,,,,860.0,-13525685.485702354,4663349.298021226
California,Sacramento,0.13566181160755592,Sacramento Army Depot,44.46,CA0210020780,902715.0,9.0,California,Sacramento,Sacramento,NPL Site,38.520281,-121.3958,10/15/1984,07/22/1987,08/28/2002,820.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400270"" target=""_blank"">CA0210020780 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902715"" target=""_blank"">Sacramento Army Depot</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,303.0,-13513718.64044208,4653187.046298075
California,Sacramento,0.13566181160755592,McClellan Air Force Base (Ground Water Contamination),57.93,CA4570024337,902759.0,9.0,California,Sacramento,Sacramento,NPL Site,38.66,-121.3994,10/15/1984,07/22/1987,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400228"" target=""_blank"">CA4570024337 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902759"" target=""_blank"">McClellan Air Force Base (Ground Water Contamination)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,870.0,-13514119.390608935,4673085.847655734
California,Sacramento,0.13566181160755592,Mather Air Force Base,28.9,CA8570024143,902793.0,9.0,California,Sacramento,Sacramento,NPL Site,38.55695,-121.2972,10/15/1984,07/22/1987,09/29/2009,1079.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400248"" target=""_blank"">CA8570024143 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902793"" target=""_blank"">Mather Air Force Base</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,888.0,-13502742.538649864,4658405.705176736
Michigan,Saginaw,0.20881289394822058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Salem,0.16414202131922737,NL Industries,52.96,NJD061843249,200390.0,2.0,New Jersey,Pedricktown,Salem,NPL Site,39.758061,-75.424719,12/30/1982,09/08/1983,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363387"" target=""_blank"">NJD061843249 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200390"" target=""_blank"">NL Industries</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,973.0,-8396241.312305747,4830846.398537879
South Carolina,Saluda,0.26918380305768574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Sampson,0.27895043364656624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,San Augustine,0.22059002063858202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Sangamon,0.14773567847456234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,Schenectady,0.15235127077444155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Schley,0.21685371885105573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Scotland,0.4021480056284639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Scott,0.39795192717963307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,Scott,0.13150470219435736,Quality Plating,40.7,MOD980860555,701442.0,7.0,Missouri,Sikeston,Scott,NPL Site,36.96305,-89.55721899999999,10/15/1984,06/10/1986,09/28/1999,658.0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296202"" target=""_blank"">MOD980860555 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701442"" target=""_blank"">Quality Plating</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,685.0,-9969464.015941683,4433957.6844498115
Georgia,Screven,0.4176571674065588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Seminole,0.14678716306435,Sanford Dry Cleaners,50.0,FLD032728032,410335.0,4.0,Florida,Sanford,Seminole,NPL Site,28.811217,-81.265606,03/04/2010,09/29/2010,05/20/2015,1172.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121077"" target=""_blank"">FLD032728032 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410335"" target=""_blank"">Sanford Dry Cleaners</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4328.pdf"" target=""_blank"">03/04/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-09-29/pdf/2010-24311.pdf"" target=""_blank"">09/29/2010 (PDF)</a>",,,,No,,,,,714.0,-9046445.8789268,3351640.061136038
Georgia,Seminole,0.3405438813349815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Sharkey,0.714880814626244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Shelby,0.13983794361099117,"Alabama Plating Company, Inc.",30.2,ALD004022448,400129.0,4.0,Alabama,Vincent,Shelby,NPL Site,33.399722,-86.405,08/24/2000,09/18/2012,06/21/2018,1198.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121061"" target=""_blank"">ALD004022448 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400129"" target=""_blank"">Alabama Plating Company, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-08-24/pdf/00-21524.pdf"" target=""_blank"">08/24/2000 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,,,,,823.0,-9618560.601992805,3948481.35834675
Tennessee,Shelby,0.5527857391326617,North Hollywood Dump,0.0,TND980558894,403873.0,4.0,Tennessee,Memphis,Shelby,Deleted NPL Site,35.18555,-89.979161,12/30/1982,09/08/1983,07/01/1997,443.0,10/10/1997,12/31/1997,"<a href=""https://semspub.epa.gov/src/document/04/11121510"" target=""_blank"">TND980558894 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403873"" target=""_blank"">North Hollywood Dump</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-10-10/pdf/97-26644.pdf"" target=""_blank"">10/10/1997 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-12-31/pdf/97-33743.pdf"" target=""_blank"">12/31/1997 (PDF)</a>",,No,,,,,1429.0,-10016434.38452598,4189125.3246456096
Tennessee,Shelby,0.5527857391326617,"Walker Machine Products, Inc.",50.0,TNN000410124,410124.0,4.0,Tennessee,Collierville,Shelby,NPL Site,35.041589,-89.653469,12/12/2013,05/12/2014,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121095"" target=""_blank"">TNN000410124 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410124"" target=""_blank"">Walker Machine Products, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29349.pdf"" target=""_blank"">12/12/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2014-05-12/pdf/2014-10831.pdf"" target=""_blank"">05/12/2014 (PDF)</a>",,,,No,,,,,1447.0,-9980178.516930535,4169534.3603000836
Tennessee,Shelby,0.5527857391326617,Smalley-Piper,50.0,TNN000407378,407378.0,4.0,Tennessee,Collierville,Shelby,NPL Site,35.044444,-89.685833,09/23/2004,04/27/2005,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121403"" target=""_blank"">TNN000407378 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407378"" target=""_blank"">Smalley-Piper</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,,No,,,,,1443.0,-9983781.260930572,4169922.5475761564
Tennessee,Shelby,0.5527857391326617,Former Custom Cleaners,50.0,TNN000402275,402275.0,4.0,Tennessee,Memphis,Shelby,NPL Site,35.115114,-89.945,09/09/2016,08/03/2017,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/11/196890"" target=""_blank"">TNN000402275 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402275"" target=""_blank"">Former Custom Cleaners</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-09-09/pdf/2016-21626.pdf"" target=""_blank"">09/09/2016 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16172.pdf"" target=""_blank"">08/03/2017 (PDF)</a>",,,,No,,,,,1448.0,-10012631.59940099,4179535.7013853337
Tennessee,Shelby,0.5527857391326617,Carrier Air Conditioning Co.,48.91,TND044062222,403684.0,4.0,Tennessee,Collierville,Shelby,NPL Site,35.043331,-89.690411,06/24/1988,02/21/1990,10/31/1995,352.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121298"" target=""_blank"">TND044062222 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403684"" target=""_blank"">Carrier Air Conditioning Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,,,,,1436.0,-9984290.881559422,4169771.214110449
Tennessee,Shelby,0.5527857391326617,Memphis Defense Depot (DLA),58.06,TN4210020570,404159.0,4.0,Tennessee,Memphis,Shelby,NPL Site,35.093333,-90.003333,02/07/1992,10/14/1992,05/10/2010,1084.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121345"" target=""_blank"">TN4210020570 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404159"" target=""_blank"">Memphis Defense Depot (DLA)</a>","<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,,,,,1438.0,-10019125.199257437,4176571.970623822
Tennessee,Shelby,0.5527857391326617,Arlington Blending & Packaging,39.03,TND980468557,403838.0,4.0,Tennessee,Arlington,Shelby,NPL Site,35.2996,-89.6577,01/22/1987,07/22/1987,07/24/1997,444.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121515"" target=""_blank"">TND980468557 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403838"" target=""_blank"">Arlington Blending & Packaging</a>","<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,1434.0,-9980649.509696083,4204670.491892893
Texas,Shelby,0.18615968979979425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Simpson,0.35876659914472203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Smith,0.24183211862276954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Smith,0.1883214250422125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,Solano,0.17657374291567163,Travis Air Force Base,29.49,CA5570024575,902767.0,9.0,California,Solano County,Solano,NPL Site,38.26445,-121.9332,07/14/1989,11/21/1989,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400172"" target=""_blank"">CA5570024575 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902767"" target=""_blank"">Travis Air Force Base</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,,No,,,,,336.0,-13573541.734794386,4616851.381329924
California,Solano,0.17657374291567163,Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),50.0,CA2890190000,904786.0,9.0,California,Davis,Solano,NPL Site,38.51875,-121.75125,01/18/1994,05/31/1994,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400186"" target=""_blank"">CA2890190000 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904786"" target=""_blank"">Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE)</a>","<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,,No,,,,,345.0,-13553287.153444547,4652969.2152717635
Maryland,Somerset,0.4346111805121799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Southampton,0.3588565594691169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Spalding,0.3614679999400327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Spartanburg,0.22174586050002346,Aqua-Tech Environmental Inc. (Groce Laboratories),50.0,SCD058754789,403310.0,4.0,South Carolina,Greer,Spartanburg,NPL Site,34.9328,-82.1725,08/23/1994,12/16/1994,09/29/2011,1117.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121362"" target=""_blank"">SCD058754789 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403310"" target=""_blank"">Aqua-Tech Environmental Inc. (Groce Laboratories)</a>","<a href=""https://semspub.epa.gov/src/document/11/189658"" target=""_blank"">08/23/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,,No,,,,,1196.0,-9147400.857210273,4154752.678242445
South Carolina,Spartanburg,0.22174586050002346,Elmore Waste Disposal,31.45,SCD980839542,403409.0,4.0,South Carolina,Greer,Spartanburg,NPL Site,34.935905,-82.216599,06/24/1988,03/31/1989,09/24/1998,551.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121321"" target=""_blank"">SCD980839542 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403409"" target=""_blank"">Elmore Waste Disposal</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,,,,,1191.0,-9152309.935434764,4155174.29736297
Virginia,Spotsylvania,0.1962265536101017,L.A. Clarke & Son,34.24,VAD007972482,302542.0,3.0,Virginia,Spotsylvania County,Spotsylvania,NPL Site,38.236111,-77.4325,10/15/1984,06/10/1986,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900370"" target=""_blank"">VAD007972482 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302542"" target=""_blank"">L.A. Clarke & Son</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,1028.0,-8619746.470850157,4612834.28304388
Louisiana,St. Bernard,0.25368300736601473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,St. Charles,0.274105461393597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,St. Clair,0.3209915051254207,Old American Zinc Plant,30.0,IL0000034355,507352.0,5.0,Illinois,Fairmont City,St. Clair,NPL Site,38.648,-90.09899999999999,09/30/2015,04/07/2016,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633716"" target=""_blank"">IL0000034355 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507352"" target=""_blank"">Old American Zinc Plant</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-09-30/pdf/2015-24318.pdf"" target=""_blank"">09/30/2015 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2016-04-07/pdf/2016-07672.pdf"" target=""_blank"">04/07/2016 (PDF)</a>",,,,No,,,,,437.0,-10029774.800983157,4671375.284292952
Illinois,St. Clair,0.3209915051254207,Sauget Area 1,50.0,ILD980792006,500753.0,5.0,Illinois,"Cahokia, Sauget",St. Clair,Proposed NPL Site,38.585833,-90.172917,09/13/2001,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633443"" target=""_blank"">ILD980792006 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500753"" target=""_blank"">Sauget Area 1</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,,,No,,,,,425.0,-10038003.20378412,4662518.150560467
Illinois,St. Clair,0.3209915051254207,Sauget Area 2,50.0,ILD000605790,500047.0,5.0,Illinois,Sauget,St. Clair,Proposed NPL Site,38.597361,-90.182222,09/13/2001,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633444"" target=""_blank"">ILD000605790 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500047"" target=""_blank"">Sauget Area 2</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,,,No,,,,,426.0,-10039039.031645952,4664160.002472716
Arkansas,St. Francis,0.5377290549731936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,St. Helena,0.527733912356889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,St. James,0.49251042851725446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,St. John the Baptist,0.592851973761001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiana,St. Joseph,0.15832922531325186,Whiteford Sales & Service Inc./Nationalease,51.87,IND980999791,501978.0,5.0,Indiana,South Bend,St. Joseph,Deleted NPL Site,41.663889000000005,-86.280281,06/24/1988,08/30/1990,09/29/1995,337.0,05/03/1996,09/06/1996,"<a href=""https://semspub.epa.gov/src/document/05/633383"" target=""_blank"">IND980999791 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501978"" target=""_blank"">Whiteford Sales & Service Inc./Nationalease</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-05-03/pdf/96-11078.pdf"" target=""_blank"">05/03/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-09-06/pdf/96-22650.pdf"" target=""_blank"">09/06/1996 (PDF)</a>",,No,,,,,468.0,-9604676.946420558,5110763.861318283
Indiana,St. Joseph,0.15832922531325186,Galen Myers Dump/Drum Salvage,42.24,IND980999635,501967.0,5.0,Indiana,Osceola,St. Joseph,NPL Site,41.695839,-86.0875,06/24/1988,03/31/1989,09/30/1998,580.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633401"" target=""_blank"">IND980999635 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501967"" target=""_blank"">Galen Myers Dump/Drum Salvage</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,,,,,471.0,-9583216.66366594,5115525.933279779
Indiana,St. Joseph,0.15832922531325186,"Douglass Road/Uniroyal, Inc., Landfill",36.61,IND980607881,501696.0,5.0,Indiana,Mishawaka,St. Joseph,NPL Site,41.7132,-86.1926,06/10/1986,03/31/1989,09/19/2000,716.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633508"" target=""_blank"">IND980607881 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501696"" target=""_blank"">Douglass Road/Uniroyal, Inc., Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,464.0,-9594916.342148313,5118114.541234634
Indiana,St. Joseph,0.15832922531325186,Beck's Lake,50.0,IND980904379,501954.0,5.0,Indiana,South Bend,St. Joseph,NPL Site,41.676581,-86.297514,05/24/2013,12/12/2013,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633111"" target=""_blank"">IND980904379 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501954"" target=""_blank"">Beck's Lake</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12326.pdf"" target=""_blank"">05/24/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,,No,,,,,482.0,-9606595.315205397,5112655.2908733
Louisiana,St. Landry,0.4251497735132239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,St. Louis,0.2626058006145614,Ellisville Site,0.0,MOD980633010,701205.0,7.0,Missouri,Ellisville,St. Louis,NPL Site,38.603331,-90.61833100000001,12/30/1982,09/08/1983,09/30/1997,478.0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296193"" target=""_blank"">MOD980633010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701205"" target=""_blank"">Ellisville Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,,678.0,-10087586.463456318,4665010.371193636
